"title","genres","tmdb_id","overview","release_year"
"Christmas Stars","Romance, TV Movie",627479,"When aspiring R&B artist Layla crosses paths with amateur songwriter Spence, she thinks she's found her shot at finally getting a record deal. But as the holidays approach, the fast-paced, high stakes music business threatens to change their sound and relationship—especially when the label executives begin to see Spence as the real star.","2019"
"The Best Christmas Pageant Ever","Comedy, Drama, Family",27163,"The Herdmans – Gladys, Claude, Imogene, Leroy, Ollie and Ralph – are undeniably the worst kids in the history of the world. They lie, steal, cheat, bully and overall terrorize their small community. But this Christmas, they’re taking over their local church Pageant – and they just might unwittingly teach a shocked little town the true meaning of Christmas.","1983"
"A Wobots Christmas","Animation",315862,"Zak doesn't like Christmas. He doesn't have any friends (thanks to his speech impediment), and every year at the orphanage he works his fingers to the bone making toys for other kids. Nobody has ever given him a Christmas gift, so what is there to be joyful about?  An adventure in Scraptown--a junkyard where people dump unwanted robots--leads Zak to find kindred spirits in a group of oddball bots with their own special quirks. While on the run from a wacky scientist bent on taking over the orphanage, Zak and his new friends learn a powerful lesson about how Christmas started with a baby named Jesus--who grew up to save the world. Inspired to embrace their true potential, Zak and the Wobots jump into action to save the holiday!","2004"
"Our Christmas Journey","Comedy, Romance, TV Movie",874190,"As a single mom and her teenaged son with autism come to a crossroad during Christmas, she must learn to let go so he can flourish as she finds her own heart healing in unexpected ways.","2021"
"A Christmas Tree Grows in Colorado","Family, Romance, TV Movie",737764,"Erin is planning the town’s Christmas celebration and must win over firefighter Kevin in order to obtain the beautiful spruce tree from his property for the celebration.","2020"
"Teenage Mutant Ninja Turtles: We Wish You a Turtle Christmas","Comedy, Music, Family",147939,"On Christmas Eve, the Turtles realize they've forgotten to get Splinter a gift. They hit the town to try to figure out what to get him, their kid fans join them and lots of singing, dancing and some rapping and shenanigans ensues.","1994"
"The Christmas Pageant","TV Movie, Family",169510,"Vera Parks, an overly intense and demanding Broadway director, gets fired from yet another job, leaving her no choice but to take a gig directing a small town Christmas pageant in upstate New York. Stunned at how basic the production is, Vera attempts to back out, but is convinced by some of the locals to give their town a chance.  To her surprise, the warmth and charm of the small town grows on Vera and she even enjoys the experience of directing the pageant. When Vera discovers her former fiancé Jack recommended her for the job, she is outraged. But over time Vera appreciates the gesture, as she grows close to both Jack and his young daughter. Will love stay in the wings this time around?","2011"
"The Christmas Gift","Drama, Family, TV Movie",99914,"A widowed New York City architect and his young daughter take a Christmas vacation and end up in a small mystical town in Colorado where everyone believes in Santa Claus.","1986"
"Christmas Bounty","Action, Comedy, TV Movie",240905,"A former bounty hunter turns into an elementary schoolteacher. Determined to have a normal life and keep her bounty hunter past a secret, she reluctantly returns home for Christmas to help save the family business by catching the one bounty that got away. But when her fiancé follows her home for the holiday, she struggles to hide her wild family business and a bounty hunter ex-boyfriend she thought she'd left behind.","2013"
"Operation Christmas List","Family, Comedy",375870,"12-year-old Barney is on a mission to get what he really wants for Christmas this year. He hatches a plan to beat the Christmas rush and buy the entire stock of the most sought after gift, Crabby Mousie doll ! But, after Barney and his friends sneak into the mall afterhours, things don't go exactly as planned when a gang of thieves show up with a similar idea.","2016"
"UnPerfect Christmas Wish","TV Movie, Comedy, Romance, Drama",912623,"Madison O'Hara owns a busy event company where she performs as a singing elf for Christmas parties with her best friend Cooper. Her real dream is to be a singer-songwriter and to find the perfect man but things seem to be slipping away when she breaks up with her successful boyfriend Luke. But when a wise Santa suggests perhaps there's a perfectly 'Un-Perfect' match for her right before her eyes, Maddy takes a whole new look at her life and the people in it.","2021"
"Radio Christmas","Drama, Romance, TV Movie",626280,"When her Philadelphia radio station is closed for repairs during the holidays, DJ Kara Porter is forced to broadcast from the small town of Bethlehem.","2019"
"Finding John Christmas","Family, TV Movie",52752,"When a photojournalist photographs a mysterious stranger performing an act of bravery, the act quickly becomes headline news and the town dubs the stranger John Christmas. After seeing the photo, Kathleen McAllister becomes convinced that the mysterious stranger is in fact her long-lost brother Hank. With the town's help, Kathleen and Noah set about to find the stranger's true identity with the help Max, a Christmas angel.","2003"
"An Old Fashioned Christmas","Drama",112341,"Isabella takes her granddaughter to Ireland to stay with a famous family friend for the holidays, only to discover that the best Christmases are simply spent with each other.","2010"
"Cancel Christmas","Family, Fantasy, TV Movie",144712,"The Christmas Board of Directors has decided to cancel Christmas since children everywhere have lost the true spirit of giving. But Santa Claus, not willing to give up his favorite holiday without a fight, demands 30 days to prove them wrong. The board assigns him what seems like an impossible mission: he must change the hearts of two self-absorbed kids and make them see the true meaning of Christmas.","2011"
"A Christmas Mission","Drama, TV Movie",777058,"Emma is too busy curating handcrafted goods for her shop to go home for Christmas much to the chagrin of her father, “The General.” When her ex boyfriend and childhood best friend, Aaron, returns home after active military duty, he is disappointed to learn that Emma won’t be around for their Christmas traditions, and makes it his mission to get her home for Christmas.","2020"
"A Christmas Carol","Animation, Family",74204,"In this timeless Charles Dickens Story, Ebenezer Scrooge, a mean, miserly merchant, lacking in any Christmas Spirit, receives ominous warnings from the ghosts of Christmas Past, Christmas Present and Christmas Future as they each take him on strange and magical journeys to show him that even the poor, the crippled and the sick are rich in love and goodwill at Christmas time - an experience that will change Scrooge forever.","1982"
"Katherine Jenkins Christmas Spectacular","Music",765556,"Classical music superstar Katherine Jenkins OBE returns to the iconic Royal Albert Hall, her all-time favourite venue, crafting a unique and unforgettable Christmas musical to play in cinemas worldwide from 1 December. Katherine Jenkins: Christmas Spectacular sees the Welsh sensation perform seasonal favourites and carols with full nostalgic Hollywood musical glamour and wonder. The production was given unprecedented and exclusive access to the historic venue which also marked the 50th time that Katherine has performed there. Katherine and friends, including beloved actors Vanessa Redgrave and Bill Nighy, Operatic icon Sir Bryn Terfyl, Italian Tenor Alberto Urso, American Broadway star Marisha Wallace, English National Ballet Lead Principal Erina Takahashi, the Royal Air Force Regiment Band and many more will bring joy and festive celebrations to audiences around the world this Christmas.","2020"
"Michael Buble's Christmas in New York","Music, Documentary",312168,"Multi Grammy Award-winning singer Michael Bublé celebrates the holiday season with his fourth annual NBC Christmas special, ""Michael Bublé's Christmas in New York,"" airing Wednesday, December 17 at 8/7c.  Barbra Streisand, Ariana Grande, Miss Piggy and the Rockettes join Bublé for an hour-long celebration of Christmas, his favorite holiday. Song selections include festive classics such as ""It's Beginning to Look a Lot Like Christmas,"" ""Christmas (Baby Please Come Home),"" ""All I Want for Christmas Is You"" and more. Bublé will be also accompanied by his band for an ""unplugged"" series of songs requested by his social media followers, including ""I'll Be Home for Christmas,"" ""Cold December Night"" and ""Blue Christmas."" The show originates from the storied Radio City Music Hall in New York City.","2014"
"My Gift: A Christmas Special From Carrie Underwood","Music",770416,"Underwood performs a combination of beloved traditional favorites celebrating the joy and hopefulness of the holiday, as well as new original material from her first ever full-length Christmas album My Gift, which was released fall 2020. She is accompanied by her band, as well as a live orchestra and choir, conducted by Emmy Award-winning musical director Rickey Minor.","2020"
"Christmas In Palm Springs","Comedy, TV Movie",358876,"Jessica has a big presentation in Palm Springs. There are a couple of problems though: her two kids who will do anything to get mom and dad back together again - even if they have to hack mom's phone or pose as a secretary to make sure dad's in Palm Springs too. And father Joe who'll do anything to charm his way back into Jessica's life.","2014"
"A Christmas Too Many","Comedy",82616,"Disaster strikes when an aging actress invites her eccentric family to Hollywood for the holidays.","2007"
"The Drone that Saved Christmas","Comedy",1183623,"A tech executive creates a superior drone that saves Christmas around the world.","2023"
"VeggieTales: The Best Christmas Gift","Animation, Family",650402,"Bob and Larry are preparing for their first Christmas show in Mr. Nezzer's theater and the show seems to be headed for disaster. Bob begins to wonder how to celebrate Christmas when everything is going wrong. It's when the Veggies go back to the very first Christmas, where times were tough and things didn't seem to be working out, that they all learn the promise of Christmas - God is with us. It's a timeless story of hope that every family will enjoy!","2019"
"The Simpsons: Christmas","Family, Animation, Comedy",464779,"A collection of five different Simpson holiday specials; Simpsons Roasting on an Open Fire, Mr. Plow, Miracle on Evergreen Terrace, Grift of the Magi, and She of Little Faith","2003"
"The Christmas Tapes","Comedy, Horror",1020182,"In this Christmas-Horror Anthology, a family's movie night on Christmas Eve is interrupted by a stranger, insistent on making the next Christmas 'classic' film himself.","2022"
"An Evergreen Christmas","Family, Music, Romance",294861,"Leaving her seemingly glamorous Hollywood life on hold, Evie Lee is forced to return to her small hometown of Balsam Falls, Tennessee and her family's once-thriving Christmas tree farm to attend her father’s unexpected funeral. As the eldest sibling, she finds herself executor of an estate that owes a massive inheritance tax, much to her younger brother's dismay. Torn between pursuing her music career and saving her family's legacy, she must decide what it really means to find her place in the world. Charleene Closshey stars amidst a colorful cast including Robert Loggia, Tyler Ritter, Booboo Stewart and Naomi Judd in this heart-warming musical holiday tale about facing your past, rediscovering your voice, and fulfilling your dreams.","2014"
"Bratz Babyz Save Christmas","Family, Animation, Comedy",57493,"The Babyz learn to turn disappointment into the wildest, craziest Xmas ever when their parents get snowed in on vacation and can’t make it home for Xmas Eve. The Babyz decide to go to the North Pole and help Santa deliver his presents. Little do they know, the guy they think is “Santa” is really a crook who plans to steal a donation for orphans.","2008"
"Christmas Festival of Ice","Romance, TV Movie",474990,"A young woman faces her future as a lawyer in a small New England town where the annual Christmas ice sculpting competition in which she and her father have always competed has been cancelled. Working to save the festival, she meets a reluctant sculptor who reignites her passion, in more ways than one.","2017"
"The Nights Before Christmas","Horror",655504,"A murderous Santa and Mrs Claus play a cat and mouse game with the FBI.","2020"
"A Christmas Carol Goes Wrong","Comedy, TV Movie",492380,"The Mischief Theatre Company return as the Cornley Polytechnic Drama Society who are this time determined to ignore a BBC blacklisting by hijacking a live production of Charles Dickens' famous festive fable. Yet they struggle with studio direction and special effects, and trying to keep a professional cast at bay.","2017"
"Christmas Beneath the Stars","TV Movie, Comedy, Romance",882978,"Christmas blogger and aspiring photographer Hannah Reed just got the assignment of a lifetime; visit a charming town and Christmas wonderland called Christmas World in Alaska which will allow her to photograph the Northern Lights and maybe finally get published in her favorite nature magazine.","2021"
"The Homecoming: A Christmas Story","Drama, Family, TV Movie",56308,"It's Christmas Eve, early 1930s on Walton's Mountain. As the family prepares for the holiday, they anxiously await Pa's return home from his job in the city some 50 miles away. He is late, and Ma and the grandparents hear on the radio a report of a bus accident that worries them. Oldest son John-Boy must step up to help grandfather cut down a Christmas tree, and upon learning the concern about Daddy sets out to find him.","1971"
"Christmas in Carolina","Comedy, Romance, TV Movie",779759,"Career-driven investment banker Elle has given up on love until she meets Wesley, who invites her to his hometown in South Carolina, where she rediscovers the spirit of Christmas.","2020"
"Christmas Eve","Comedy, Drama",58799,"The greedy nephew of eccentric Matilda Reid seeks to have her judged incompetent so he can administer her wealth, but she will be saved if her three long-lost adopted sons appear for a Christmas Eve reunion. Separate stories reveal Michael as a bankrupt playboy loved by loyal Ann; Mario as a seemingly shady character tangling with a Nazi war criminal in South America; Jonathan as a hard-drinking rodeo rider intent on a flirtatious social worker. Is there hope for Matilda?","1947"
"A Rich Christmas","Drama, Family",872226,"Spoiled socialite will learn a lesson after her father asks her to work in a family homeless center.","2021"
"Chilly Christmas","Comedy, Family",144085,"Eleven-year-old Bobby Cole and his dog Chilly are best friends, living happily in their Southern California beach house. But when Bobby's father Patrick (C. Thomas Howell), a single parent and police detective, accepts a job in New York City, they must find Chilly a new home. In an attempt to show his dad that Chilly can be a city dog, Bobby and his friends teach Chilly the indoor way of life. But Bobby's dad is not convinced, and it's not until Christmas Eve when corrupt dog thief Mr. Quarterman (Tom Arnold) breaks into the family home, that Chilly and Bobby can put their new training to the test! Can they band together to save Christmas -- and Chilly's future with the family?","2012"
"Days of Our Lives: A Very Salem Christmas","Drama",915585,"Before the Christmas Eve deadline, Sonny helps Will write a holiday movie that includes stories about Salem favorites as they embrace the holiday spirit with their typical extra spice and flavor.","2021"
"Kirk Franklin's The Night Before Christmas","TV Movie, Comedy, Romance",1020473,"It follows an estranged mother and her daughter as they get caught in a snowstorm on Christmas Eve and are forced to take refuge inside a church. They meet a handsome pastor and a music teacher who motivate them to reconnect.","2022"
"Raven Van Slender Saves Christmas!","Science Fiction",1015900,"Santa's in trouble and needs Raven and the League of Alien Scientists to save Christmas! Can they rescue Santa Claus in time for him to deliver the toys to the children of the world?","2022"
"Christmas in Montana","Romance, TV Movie",631409,"Before the holidays, Sara goes to Montana to help resistant Travis save his ranch. Can time on the ranch help restore her faith in Christmas in time for a miracle?","2019"
"A Lot Like Christmas","TV Movie, Comedy, Romance",877819,"Jessica Roberts owns the most popular Christmas Tree lot in the picturesque New England town of Hudson Springs. But when big-city marketing executive, Clay Moore moves a ""Big Box"" store into the area and starts selling trees, Jasmine finds her business in jeopardy. As their professional competition escalates, Jasmine and Clay run into another complication - they start falling for each other.","2021"
"The Wiggles: The Sound of Christmas","Family",1213194,"Can you hear the sleigh bells jingling? It's The Sound of Christmas! Join The Wiggles and their friends for the most joyous time of the year as they sing and dance along to over 20 festive songs, including many wiggly favourites. There's so much fun to be had in Wiggle Town, from a party on the Goodship Feathersword, to baking a Christmas cake or dancing ballet with Dorothy. Even the great big man in red, Santa Claus, makes a special visit with his prancing reindeer and the most talented elves. So, hang your Christmas stocking, decorate the Christmas tree and, of course, put on your dancing shoes, it's time for a wiggly Christmas!","2023"
"The Christmas Ride","Drama, Family",757995,"On Christmas Day, Georgia experiences the true ups and downs of the holiday season. Through empathy and active listening, she does her best to understand the situations surrounding her to help make the season brighter.","2020"
"A Christmas Without Snow","Drama, Romance, Family, TV Movie",46465,"A divorced woman (Michael Learned) moves to San Francisco from Omaha with her young son. She's trying to re-build her life after her divorce, she leaves her son with his grandmother. She joins the choir of a local church. She has some issues with the choirmaster (John Houseman) who tries to get the choir into shape before the Christmas concert. The choir overcome some personal setbacks as they all deal with personal issues. Zoe (Michael Learned) thinks of quitting the choir all together when push comes to shove.","1980"
"Christmas In Florida","Comedy, Documentary",892051,"A canceled Thanksgiving parade and no options professionally or personally, Kimberly DiPersia and Alex R. Wagner decide it would be a perfect opportunity to travel to Florida.","2021"
"Super Monsters Save Christmas","Animation, Family",643533,"On Christmas Eve, the Super Monsters get together to make decorations, but end up having to find Santa's missing reindeer in order to save their holiday.","2019"
"Second Chance Christmas","Family, TV Movie",495003,"After moving into a new house with his mom and soon to be father, Lawrence goes through some things. Six months after his mom and new ""dad"" marry. His mother dies. It isn't easy on Maise's Husband. He soon realizes that he could not deal with Lawrence and goes to a foster home to see if he can put him there. Lawrence has to stay for a few more days before he can leave. Over those days the husband realizes that Lawrence is a great kid.","2014"
"Disney Parks Magical Christmas Day Parade","Family, Music",920013,"Featuring the Christmas Day Parade down Main Street U.S.A., heartwarming stories and amazing celebrity performances. Viewers will also get a special look at ""the most magical flight on earth"".","2021"
"If You Give a Mouse a Christmas Cookie","Animation",427513,"If it's holiday time in Mouse's house then, that means Christmas cookies (including a special one for Santa, of course), caroling...and one nearly-destroyed holiday pageant. Can Mouse and his animal friends save the show, without getting utterly distracted along the way? It's a wild ride as Mouse and his friends embody the friendship and caring at the heart of the holiday season.","2016"
"A Child's Christmas in Wales","Drama, Family, TV Movie",102431,"It's Christmas Eve in Wales. A young boy named Thomas is excited about the holiday, but he's also disappointed because it's raining instead of snowing. His grandfather gives him an old snow globe as an early Christmas present and starts telling colorful, amusing stories about his childhood Christmases that are shown in flashback. Thomas keeps asking his grandfather more questions because he likes the stories and because he doesn't want to go to bed. His parents finally insist that he go to bed, and his grandfather tells him one last story about going to bed on Christmas night while listening to his family singing carols downstairs. After Thomas falls asleep at last, his grandfather opens the bedroom window and sees falling snowflakes.","1987"
"A Christmas Fumble","TV Movie, Comedy, Drama",1028913,"Nicole Barnes gets the toughest assignment of her career when she’s asked to handle a breaking scandal for former pro footballer-turned-TV-commentator Jordan Davies, whose network contract isn’t going to be renewed because of a violation going back to his college days. However, Nicole fails to disclose that she and Jordan were once boyfriend and girlfriend — a conflict of interest that could end her own hopes of being made partner at her firm. To make matters worse, Nicole’s efforts to rehabilitate Jordan’s image are constantly undermined by Jordan’s shallow entertainment reporter fiancée.","2022"
"Christmas with the Andersons","TV Movie, Family, Comedy",429743,"Drowning in tinsel and lights every Christmas, Michael and Caroline Anderson throw the year’s biggest party at their house. But this year, with Michael jobless and Caroline’s store struggling, that tradition may end. The Andersons decide to host a very different kind of party and, in the process, rediscover what’s most important about the holiday.","2016"
"A Fargo Christmas Story","Drama",986212,"Locals take a stand when a young Minnesotan spearheads an unwanted development. They are all about Christmas, however she isn't. An eligible young townie shows her what battles can be won, and which ones should even be fought.","2023"
"The Christmas Wish","Family, Drama, Romance, TV Movie",44349,"Returning to his home town after the death of the grandfather who raised him, slick and cynical Wall Street trader Will Martin feels decidedly out of place, and not at all in tune with the Christmas preparations being made by the local citizenry. But Will isn't really taking a sentimental journey at all: He's merely in town to modernize and streamline his family's real-estate company. While going through his grandfather's effects, Will and his grandmother come across the old man's diary--which reveals a lengthy relationship with a woman named Lillian.","1998"
"The Christmas Toy","Family, Fantasy, Music, TV Movie",47670,"It's Christmas Eve and the playroom is alive with excitement for the new toys that will arrive the next day. Balthazar, the old and wise bear, explains to the other toys that they must welcome the newcomers even though each of them may be replaced as one of the children's new favorite toys.","1986"
"Christmas Angel","Drama, Family, TV Movie",142322,"While working on a class assignment to write a paper on “My Impossible Christmas Wish,” Olivia Mead quickly takes note of unusual happenings. As her wishes come true, she is convinced the miracles are linked to a mysterious woman she believes is an angel.","2013"
"Sweet Mountain Christmas","Romance, TV Movie",627465,"A musician who is set to headline a Christmas concert in New York City makes a pit-stop in Tennessee to see her family. When a freak snowstorm hits, she finds herself stranded in the town, and is roped into taking part in a local Christmas concert.","2019"
"Kiwi Christmas","Family",476860,"Fed up with the materialism of Christmas, Santa runs away to New Zealand for a summer holiday. When two Kiwi kids figure out who he is, they have to find a way to get him back to the North Pole in time for Christmas.","2017"
"You Light Up My Christmas","Romance, TV Movie",627482,"Emma returns to her hometown built around her family's pioneer Christmas Light Factory two weeks before Christmas. However upon Emma's return, she discovers the lights have gone dim in the once festive town, prompting her to reconnect with an old flame to set their hearts and the town ablaze with light again.","2019"
"My Music: A Classic Christmas","Music, Family",648686,"Gavin MacLeod and Marion Ross host a Christmas celebration that features classic performances of popular holiday standards and traditional carols performed, throughout decades past, by an array of artists, including Andy Williams, Bing Crosby, Perry Como, Johnny Mathis, Brenda Lee, Eddy Arnold, Nat King Cole, Judy Garland, Mitch Miller and the Gang, Gene Autry, Jimmy Boyd, the Supremes, Rosemary Clooney, the Lennon Sisters, Burl Ives, Mahalia Jackson, Mitzi Gaynor, Julie Andrews, the Beach Boys, the Carpenters, Jose Feliciano, the Drifters, Ronnie Spector, the Harry Simeone Chorale, and David Bowie.","2019"
"No Time Like Christmas","TV Movie, Romance, Music, Family",626296,"A woman and her first love plan a Christmas Eve show in hopes of saving the local theater.","2019"
"The Last Christmas Party","Drama, Romance",666793,"Over the course of one night a group of college friends try to navigate their complicated love lives before they leave for winter break.","2020"
"Dashing Home for Christmas","TV Movie, Romance",748896,"Holiday traveling mishaps force a successful business consultant to find a way home with help from a stranger.","2020"
"Amityville Christmas Vacation","Comedy, Romance, Horror",1026299,"Wally has won a vacation to sunny Amityville! While there he has met a woman: a GHOST woman! Can the spirit of Christmas bring these two opposites together?","2022"
"Max Headroom's Giant Christmas Turkey","Comedy",567303,"An extra long special where ""computer-generated"" host from the future Max Headroom sings humorous holiday songs and interviews guests, along with a couple odd skits. Produced as part of the HBO talk show spin-off of the BBC science fiction series.","1986"
"Shoelaces for Christmas","Family, TV Movie, Comedy, Romance",562266,"After an altercation with her ailing mother, Jennifer, a self-absorbed teenager inadvertently stumbles into a local homeless shelter late one evening. Upset with his daughter's selfish attitude, Jennifer's father offers an ultimatum which includes her volunteering at the shelter in the hope she will learn to be responsible and compassionate toward others. Through this new experience Jennifer creates an unlikely bond with both the staff and one very special young guest which lead her to a deeper understanding of the true meaning of Christmas is love and family.","2018"
"A Christmas Proposal","Romance, Drama",896071,"When work moves Jason across the world, the only way he can bring his love Carla, is if they are married by Christmas.","2021"
"CMA Country Christmas 2021","Music",906458,"“CMA Country Christmas” rings in the holiday season annually with a night full of festive classics and one-of-a-kind musical performances. The event is filmed in Nashville, Tennessee and airs each holiday season on ABC Television Network. Now in its 12th year, the 2021 Christmas special will be hosted by Gabby Barrett and Carly Pearce, with performances from some of today’s biggest Country Music stars!","2021"
"Felix the Cat Saves Christmas","Family, Drama, Music, Animation",105357,"When the Professor and Rock Bottom plot to create the world's biggest blizzard in order to ruin Christmas, Felix the Cat and Poindexter must travel to the North Pole to help Santa Claus and save Christmas.","2004"
"A Match Made at Christmas","Romance, Comedy, Family",884622,"Romantic, small-town girl Holly and realistic, career-driven Chris aren't a likely pair, but when 'matched' together by Holly's all-knowing great-aunt, they don't seem to have much of a choice.","2021"
"Carol for Another Christmas","Drama, Fantasy, TV Movie",86778,"Daniel Grudge, a wealthy industrialist and fierce isolationist long embittered by the loss of his son in World War II, is visited by three ghosts on Christmas Eve who lead him to reconsider his attitude toward his fellow man.","1964"
"Christmas on the Slopes","TV Movie, Comedy, Drama, Romance",1031362,"A chef trying to get away from a series of disappointments, both personal and professional, goes on vacation, only to clash with the resort’s grumpy chef.","2022"
"A Family Christmas Gift","TV Movie, Romance",631414,"When Amber spends the holidays with her Aunt Dora and helps plan a fundraising Christmas Concert, it brings Amber closer to her aunt and a new love into her life.","2019"
"Christmas at the Holly Hotel","Romance, Comedy, Drama",1026958,"It follows Kathy, a food critic in New York City. Her parents ask her to come home for Christmas, and there she meets a handsome police officer, which now complicates her situation.","2022"
"Christmas on the Range","TV Movie, Romance",648736,"Kendall's one holiday wish is to keep the family ranch solvent. Her rival's charming son offers help-and maybe more-but can he be trusted?","2019"
"A Wine Country Christmas","Romance, Drama",1189733,"A widow struggling to keep the local vineyard and raising her two young boys may be in store for a Christmas miracle when she falls for a big city playboy sent to get intel on a prospective vineyard for sale.","2023"
"Loving Christmas","TV Movie, Comedy, Romance, Family",826451,"Ashley Mackenzie has always been the preeminent “Christmas Queen” in town. From making hand-crafted  decorations for the office to hosting the town’s annual Christmas sweater competition, she loves everything about the holiday. That is, until she meets her match in Ben Williams, a devilishly handsome new guy in town, who loves Christmas just as much as she does – and unwittingly begins to steal her thunder.","2022"
"The Good Witch of Christmas","Comedy, Family, Fantasy",828595,"In this adorable sequel to ""Christmas Thieves,"" Frank and Tony are babysitting for Liam and Olivia, while their parents Emma and Peter are out shopping for last-minute Christmas presents. Emma and Peter get into an accident with Santa Claus, and have scared off all of his reindeer. Santa needs to call for back-up and the only person left to save the day is the Christmas Witch. Unbeknownst to Santa, the Christmas Witch has accidentally landed in front of Olivia and Liam's house, and she has completely lost her memory. Liam, Olivia, Frank and Tony try to find answers for the Witch in the book ""Puffins"". Will the Puffins help the Witch remember that she needs to go help Santa in enough time to save Christmas? This heartwarming live-action and animated Christmas film is filled with lots of holiday magic, and is something the whole family will enjoy together.","2022"
"A Wesley Christmas","Drama, Family",1034042,"Adult siblings Chris, Todd, and Cydney Wesley travel to their childhood home to celebrate Christmas with their parents and the entire Wesley family. With everyone together and all their physical and emotional baggage in tow, the annual Wesley family holiday promises to be a festive, hot-mess of a Christmas with life-changing impacts on the whole family.","2022"
"Kirk Franklin's A Gospel Christmas","TV Movie, Drama, Romance",881077,"When Olivia, a young assistant pastor, gets assigned to be a lead pastor at a new church a month before Christmas, she's fearful she can't manage the transition, including getting the choir ready to open the town's annual Winter Jamboree. Banding together with her new congregation, Olivia discovers a new home for herself, and even finds a little Christmas romance along the way!","2021"
"Christmas Crime Story","Drama, Thriller",476919,"A botched Christmas Eve robbery leads down a destructive path for a police officer reconnecting with his estranged mother, a coming-apart-at-the-seams amateur photographer, his vindictive and murderous fiancee, her secret lover and a strung-out mall Santa...as they all converge in one explosive and deadly night.","2017"
"The Christmas Ball","Romance, Drama, Comedy, TV Movie",734274,"Clare, a woman struggling with her dance career, accepts her Aunt Bridget’s invitation to come to England for the holidays. When Clare arrives, she meets Liam, a handsome historian who is determined to prove Aunt Bridget’s manor is a historical landmark. Realizing Clare can help Liam prove the manor’s historical value, Aunt Bridget proposes they work together to bring back the Christmas Ball from years ago. In the planning process, Clare and Liam begin to fall in love and realize their true passion in life is to be together.","2021"
"Christmas Staycation","Comedy, Family",770893,"When a family can't be together on Christmas, they bring their dysfunctional family Christmas online.","2020"
"'Do They Know It's Christmas?' - The Story Of The Official Band Aid Video","Documentary",731504,"A 30-minute video featuring documentary footage shot at the November 1984 recording session of Band Aid's 'Do They Know It's Christmas?'. It includes interviews with the charity supergroup's recording artists and musicians, as well as the completed promotional video.","1984"
"Claymation Christmas Celebration","Animation, Comedy",21386,"Herb and Rex, the Jurassic odd couple, guide you along a Christmas choral celebration in this Emmy Award-winning special, guest-starring the California Raisins! Segments feature the Three Wise Men, singing camels, ice-skating penguins, and the hilarious Paris Bellharmonic Orchestra.","1987"
"12 Wishes of Christmas","Comedy, Fantasy, TV Movie",145186,"A woman is granted 12 wishes by a kooky Christmas life coach, but the consequences of the wishes coming true creates more problems than it solves.","2011"
"Hallmark Channel's Christmas Concert","Music",657918,"In honor of the 10th anniversary of Countdown to Christmas, this holiday special will bring together the stars of Hallmark Channel's Countdown to Christmas original movies in a warm, festive setting. Holiday music, childhood traditions, and more will be presented in this one hour ""family"" gathering. Stars Lacey Chabert, Jen Lilley, Nikki DeLoach, Paul Greene, Jessica Lowndes, Jack Wagner, and Larissa Wohl.","2019"
"An En Vogue Christmas","Music, Drama, TV Movie",308688,"Over the years, the funky divas of En Vogue have gone their separate ways, until they are asked to perform a benefit concert to save the club that made them stars. They put aside their hesitations to reunite for the special night, but first must overcome their challenging history with Marty (David Alan Grier, ""In Living Color""), their former manager and the man responsible for breaking them up. In the spirit of the holidays, the ladies find forgiveness and come together for an epic En Vogue Christmas concert to keep the club from closing its doors forever. Stars Terry Ellis, Cindy Herron, Rhona Bennett as themselves and features some of En Vogue’s biggest hits and two new original songs. Genelle Williams also stars.","2014"
"Faith Heist: A Christmas Caper","Comedy, Action, Crime, TV Movie",1035896,"On Christmas Eve, Pastor Benjamin and his motley crew of congregants find themselves locked in the local mall just as a fearsome team of armed thieves breaks in to rob the place.","2022"
"Athena Saves Christmas","Adventure, Drama, Family",1068544,"Samuel and his friends along with his trusted dog Athena have to go for the adventure of a lifetime, matching wits with a mob boss to solve Oscar's riddles in order to help Athena save Christmas for the whole town.","2023"
"Christmas Cheer","Drama, Family",936798,"Megan, the captain of the local high school cheer leading squad, has been volunteered to work at the local food bank by her father during her Christmas holiday break. Megan is quite distressed as she wanted to shop and hang out with her two best friends. Through her volunteering, Megan learns all about ""doing for others"" instead of ""getting what she wants"". She also gains a few more relationships along the way.","2021"
"A Family Matters Christmas","Fantasy, Family, Comedy",1045653,"Christmas is anything but ordinary when three bickering siblings from a newly blended household cannot see eye to eye. The youngest one, while completing his annual science project, accidentally calls upon the spirit of Christmas. They wake up to find themselves having switched bodies, unable to change back until they learn to spend the holidays together as a loving family.","2022"
"A Christmas Memory","Drama, TV Movie",62952,"Narrated by Truman Capote. Emmy Award winning adaptation of Capote's recollection of his youth in the rural South during the Depression. Later released in the anthology film Trilogy (1969) along with two other Capote adaptations by Frank and Eleanor Perry.","1966"
"Cupid's Christmas","",1038803,"As Santa Claus searches for his lost Reindeer (Cupid) in the small town of Holly; the love story of Katie Valentine and Army veteran/firefighter Luke Murphy is re-ignited during an effort to save the historic train depot.","2022"
"Liberace's Christmas Special","Music, Family",537302,"","1953"
"Happy Christmas from the Teletubbies","Family",280730,"","2004"
